osm_id,name,building,building:levels,height,addr:housenumber,addr:street,addr:postcode,amenity,shop,tourism,historic,start_date,wikidata
"way/1122923960","","yes","","","","","","","","","","",""
"way/1122923961","","yes","","","","","","","","","","",""
"way/1122923962","","yes","","","","","","","","","","",""
"way/1122923963","","yes","","","","","","","","","","",""
"way/1122923964","","yes","","","","","","","","","","",""
"way/1122923972","","yes","","","","","","","","","","",""
"way/1122923973","","yes","","","","","","","","","","",""
"way/1122923974","","yes","","","","","","","","","","",""
"way/1122923975","","yes","","","","","","","","","","",""
"way/1122923976","","yes","","","","","","","","","","",""
"way/1122923977","","yes","","","","","","","","","","",""
"way/1122923978","","yes","","","","","","","","","","",""
"way/1122923979","","yes","","","","","","","","","","",""
"way/1122923980","","yes","","","","","","","","","","",""
"way/1122923981","","yes","","","","","","","","","","",""
"way/1122923982","","yes","","","","","","","","","","",""
"way/1122923983","","yes","","","","","","","","","","",""
"way/1122923984","","yes","","","","","","","","","","",""
"way/1122923985","","yes","","","","","","","","","","",""
"way/1122923986","","yes","","","","","","","","","","",""
"way/1122923990","","yes","","","","","","","","","","",""
"way/1122923991","","yes","","","","","","","","","","",""
"way/1122926614","","yes","","","","","","","","","","",""
"way/1122926615","","yes","","","","","","","","","","",""
"way/1122926616","","yes","","","","","","","","","","",""
"way/1122926617","","yes","","","","","","","","","","",""
"way/1122926618","","yes","","","","","","","","","","",""
"way/1122926619","","yes","","","","","","","","","","",""
"way/1122926625","","yes","","","","","","","","","","",""
"way/1122927077","","yes","","","","","","","","","","",""
"way/1122927078","","yes","","","","","","","","","","",""
"way/1122927079","","yes","","","","","","","","","","",""
"way/1122927080","","yes","","","","","","","","","","",""
"way/1122927081","","yes","","","","","","","","","","",""
"way/1122927082","","yes","","","","","","","","","","",""
"way/1122927083","","yes","","","","","","","","","","",""
"way/1122927084","","yes","","","","","","","","","","",""
"way/1135523999","","yes","","","","","","","","","","",""
"way/1154636381","","yes","","","","","","","","","","",""
"way/1159028355","","detached","","","","","","","","","","",""
"way/1159028356","","detached","","","","","","","","","","",""
"way/1159028357","","detached","","","","","","","","","","",""
"way/1182691152","","yes","","","","","","","","","","",""
"way/1183649678","","roof","","","","","","","","","","",""
"way/1193442399","NMSA Dorms","dormitory","2","","500","Montezuma Avenue","","","","","","",""
"way/1211925063","","roof","","","","","","","","","","",""
"way/1213983343","","roof","","","","","","","","","","",""
"way/1220369266","","residential","","","","","","","","","","",""
"way/1272976787","","no","","","502","Old Santa Fe Trail","87505","food_court","","","","",""
"way/1279240241","Cake's Cafe","no","","","227","Galisteo Street","87501","cafe","","","","2023-01",""
"way/1281854566","","yes","","","","","","","","","","",""
"way/1287223848","","roof","","","","","","","","","","",""
"way/1300876867","","yes","2","","","Otero Street","","","","","","",""
"way/1303194412","","roof","","","","","","","","","","",""
"way/1303651579","","yes","","","","","","","","","","",""
"way/1314062344","La Posada de Santa Fe, a Tribute Portfolio Resort & Spa","no","","","330","East Palace Avenue","87501","","","hotel","","",""
"way/1327954596","","roof","","","","","","","","","","",""
"way/1376371613","","shed","","","","","","","","","","",""
"way/1376371614","","shed","","","","","","","","","","",""
"way/1451292138","","yes","1","","100","East Water Street","87501","","","","","",""
"way/1452019782","Chopstix","yes","1","","238","North Guadalupe Street","87501","restaurant","","","","",""
"way/1483498818","","house","1","","648","West San Francisco Street","87501","","","","","",""
"way/1483498819","","house","2","","107","Villa Alegre Street","87501","","","","","",""
"way/1483498820","","house","2","","105","Villa Alegre Street","87501","","","","","",""
"way/1483498821","","house","2","","104","Villa Alegre Street","87501","","","","","",""
"way/1483498822","","house","2","","103","Villa Alegre Street","87501","","","","","",""
"way/1483498823","","house","2","","102","Villa Alegre Street","87501","","","","","",""
"way/1483498824","","house","2","","109","Villa Alegre Street","87501","","","","","",""
"way/1483498825","","house","2","","108","Villa Alegre Street","87501","","","","","",""
"way/1483498826","","house","2","","111","Villa Alegre Street","87501","","","","","",""
"way/1483498827","","house","2","","110","Villa Alegre Street","87501","","","","","",""
"way/1483498829","","house","2","","112","Villa Alegre Street","87501","","","","","",""
"way/1483498830","","house","2","","113","Villa Alegre Street","87501","","","","","",""
"way/1483498831","","house","2","","115","Villa Alegre Street","87501","","","","","",""
"way/1483498832","","house","2","","114","Villa Alegre Street","87501","","","","","",""
"way/1483498833","","house","2","","116","Villa Alegre Street","87501","","","","","",""
"way/1483498834","","house","2","","117","Villa Alegre Street","87501","","","","","",""
"way/1483498835","","house","2","","119","Villa Alegre Street","87501","","","","","",""
"way/1483498836","","house","2","","118","Villa Alegre Street","87501","","","","","",""
"way/1483498837","","house","2","","125","Villa Alegre Street","87501","","","","","",""
"way/1483498838","","house","2","","124","Villa Alegre Street","87501","","","","","",""
"way/1483498839","","house","2","","121","Villa Alegre Street","87501","","","","","",""
"way/1483498840","","house","2","","120","Villa Alegre Street","87501","","","","","",""
"way/1483498841","","house","2","","122","Villa Alegre Street","87501","","","","","",""
"way/1483498842","","house","2","","123","Villa Alegre Street","87501","","","","","",""
"way/1483498843","","house","2","","129","Villa Alegre Street","87501","","","","","",""
"way/1483498844","","house","2","","128","Villa Alegre Street","87501","","","","","",""
"way/1483498845","","house","2","","126","Villa Alegre Street","87501","","","","","",""
"way/1483498846","","house","2","","127","Villa Alegre Street","87501","","","","","",""
"way/1483911700","","house","2","","131","Villa Alegre Street","87501","","","","","",""
"way/1483911701","","house","2","","130","Villa Alegre Street","87501","","","","","",""
"way/1483911702","","house","2","","132","Villa Alegre Street","87501","","","","","",""
"way/1483911703","","house","2","","133","Villa Alegre Street","87501","","","","","",""
"way/1483911704","","house","2","","134","Villa Alegre Street","87501","","","","","",""
"way/1483911705","","house","2","","135","Villa Alegre Street","87501","","","","","",""
"way/1483911706","","house","2","","144","Villa Alegre Street","87501","","","","","",""
"way/1483911707","","house","2","","144","Villa Alegre Street","87501","","","","","",""
"way/1483911708","","house","2","","150","Villa Alegre Street","87501","","","","","",""
"way/1483911709","","house","2","","151","Villa Alegre Street","87501","","","","","",""
"way/1483911710","","house","2","","148","Villa Alegre Street","87501","","","","","",""
"way/1483911712","","house","2","","146","Villa Alegre Street","87501","","","","","",""
"way/1483911713","","house","2","","147","Villa Alegre Street","87501","","","","","",""
"way/1483911714","","house","2","","143","Villa Alegre Street","87501","","","","","",""
"way/1483911715","","house","2","","142","Villa Alegre Street","87501","","","","","",""
